v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,label_binary,clean_text
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",,,,0,den weekdays got special price haiz cant eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,,,,0,broke list reasons nobody town tell sarcastic faggy
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,,,,0,lt decimal gt common car better buy china asia find less expensive holla
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,,0,greatest test courage earth bear defeat without losing heart gn tc
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,,,,0,sorry im stil fucked last nite went tobed got work
ham,Hey so whats the plan this sat? ,,,,0,hey whats plan sat
ham,Beauty sleep can help ur pimples too.,,,,0,beauty sleep help ur pimples
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,,,,0,great hope using connections mode men also cos never know old friends lead today
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,,1,natalja f inviting friend reply yes see www sms ac u nat stop send stop frnd
ham,Where to get those?,,,,0,get
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",,,,0,kind missed train cos asthma attack nxt one half hr driving sure park
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),,,,0,ball moving lot spin last difficult bat
ham,Haiyoh... Maybe your hamster was jealous of million,,,,0,haiyoh maybe hamster jealous million
ham,Can you please send me my aunty's number,,,,0,please send aunty number
ham,I'm glad. You are following your dreams.,,,,0,glad following dreams
ham,I've reached home finally...,,,,0,reached home finally
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",,,,1,urgent important information user today lucky day find log onto http www urawinner com fantastic surprise awaiting
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",,,,0,wn u r hurt prsn close u fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb
ham,U can call now...,,,,0,u call
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",,,,0,science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend
ham,Yes. I come to nyc for audiitions and am trying to relocate.,,,,0,yes come nyc audiitions trying relocate
ham,I pocked you up there before,,,,0,pocked
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,,,,0,congrats great wanted tell tell score cos might make relax motivating thanks sharing
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),,,,0,wud never mind u dont miss u dont need u wil really hurt wen u need amp u dont tell take care
ham,Hey mr whats the name of that bill brison book the one about language and words ,,,,0,hey mr whats name bill brison book one language words
ham,"Okay, good, no problem, and thanx!",,,,0,okay good problem thanx
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",,,,0,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please try bullshit makes want listen less
ham,Call me when u're done...,,,,0,call u done
ham,G.W.R,,,,0,g w r
ham,You best watch what you say cause I get drunk as a motherfucker,,,,0,best watch say cause get drunk motherfucker
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,,,,1,kit strip billed p netcollex ltd po box ig oja
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,,1,please call immediately urgent message waiting
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,,1,thesmszone com lets send free anonymous masked messages im sending message see potential abuse
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",,,,0,erm woodland avenue somewhere get parish magazine telephone number
ham,Are there TA jobs available? Let me know please cos i really need to start working,,,,0,ta jobs available let know please cos really need start working
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,,,,0,aiyar hard type u later free tell call n scold n tell u
ham,Yup i'm free...,,,,0,yup free
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",,,,0,good good billy mates gone jogging enjoy concert
ham,Yo come over carlos will be here soon,,,,0,yo come carlos soon
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,,,,0,awww dat sweet think something nice time tonight ill probably txt u later cos im lonely xxx
ham,I guess it is useless calling u 4 something important.,,,,0,guess useless calling u something important
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,,,,0,ha ha popped loo hello ed hello
ham,He dint tell anything. He is angry on me that why you told to abi.,,,,0,dint tell anything angry told abi
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,,0,happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
ham,I keep ten rs in my shelf:) buy two egg.,,,,0,keep ten rs shelf buy two egg
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,,0,well babe swollen glands throat end
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,,,,0,ur changes da report big cos already made changes da previous report
ham,Captain is in our room:),,,,0,captain room
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",,,,0,speak bcaz mobile problem listen cann listen voice calls later
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,,,,0,hiya stu wot u im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan
ham,S...i will take mokka players only:),,,,0,take mokka players
ham,Are you still playing with gautham?,,,,0,still playing gautham
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,,,,0,hey mr going sea view couple gays mean games give bell ya finish
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",,,,0,k jason says gon na around around lt gt
ham,Sorry . I will be able to get to you. See you in the morning.,,,,0,sorry able get see morning
ham,Aight well keep me informed,,,,0,aight well keep informed
ham,Am only searching for good dual sim mobile pa.,,,,0,searching good dual sim mobile pa
ham,That seems unnecessarily hostile,,,,0,seems unnecessarily hostile
ham,Dude got a haircut. Now its breezy up there,,,,0,dude got haircut breezy
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",,,,1,congrats mobile g videophones r call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),,,,0,apple day doctor tulsi leaf day cancer lemon day fat cup milk day bone problms litres watr day diseases snd ths u care
ham,i thought we were doing a king of the hill thing there.,,,,0,thought king hill thing
ham,Nope i'll come online now..,,,,0,nope come online
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,,,,0,also tell said happy birthday
ham,Y bishan lei... I tot Ì_ say lavender? ,,,,0,bishan lei tot say lavender
ham,Boo what time u get out? U were supposed to take me shopping today. :(,,,,0,boo time u get u supposed take shopping today
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",,,,0,u sound like manky scouse boy steve like travelling da bus home wot u inmind recreation dis eve
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",,,,0,fyi taking quick shower epsilon like lt gt min
ham,on a Tuesday night r u 4 real,,,,0,tuesday night r u real
ham,Yes when is the appt again?,,,,0,yes appt
ham,Just got outta class gonna go gym.,,,,0,got outta class gon na go gym
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,,0,want sent lt gt mesages today thats sorry hurts
ham,ÌÏ all write or wat..,,,,0,write wat
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,,,,0,ha say read anything way u seemed like judgemental save fridays pub
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,,,,0,valentine game send dis msg ur friends answers r someone really loves u ques colour suits best
ham,Hi:)did you asked to waheeda fathima about leave?,,,,0,hi asked waheeda fathima leave
ham,Enjoy urself tmr...,,,,0,enjoy urself tmr
ham,You still around? I could use a half-8th,,,,0,still around could use half th
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,,,,0,give us back id proof lt gt rs wont allow work come home within days
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,,,,0,bot notes oredi cos juz rem got
ham,Yes. Rent is very expensive so its the way we save.,,,,0,yes rent expensive way save
